CASENUM HOUR LGT_COND WEATHER ALCOHOL TYP_INT REST_USE AIR_BAG SEVERITY VTRAFWAY VNUM_LAN VSPD_LIM VALIGN VSURCOND
201317687566 17 1 1 2 1 3 20 1 3 5 60 1 1
201317687720 20 3 1 1 2 3 1 1 1 2 30 1 1
201317687721 2 3 1 2 1 7 1 1 2 1 30 3 1
201317687941 15 1 1 1 2 7 20 1 2 3 35 1 1
201317688056 15 1 1 2 1 3 1 0 3 4 60 1 1
201317688086 8 1 1 2 2 3 20 0 1 2 30 1 1
201317688356 15 1 1 2 2 3 20 1 4 4 45 1 1
201317688401 22 3 10 2 1 3 1 1 2 3 35 1 1
201317688402 0 3 2 2 1 3 20 1 1 2 30 1 2
201317688484 13 1 10 2 2 3 20 0 2 3 35 1 1
201317688515 18 1 1 2 3 3 20 0 2 3 45 1 1
201317688561 21 3 1 2 2 3 20 0 2 3 35 1 1
201317688657 11 1 1 2 2 3 20 0 2 3 30 1 1
201317688735 23 3 1 1 1 3 1 1 3 5 55 2 1
201317688740 1 3 1 1 1 3 1 1 1 2 30 1 1
201317688741 18 1 1 2 1 3 20 1 1 4 35 1 2
201317688742 5 3 1 2 1 7 1 1 6 1 60 1 1
201317688743 7 1 10 2 1 7 8 1 3 4 60 1 2
201317688817 5 3 1 1 1 3 20 1 3 4 60 1 1
201317688843 7 1 10 2 1 3 20 0 3 3 65 1 2
201317688940 0 2 10 1 1 7 0 1 3 5 60 1 1
201317689029 12 1 1 2 1 7 20 1 2 2 30 1 1
201317689030 12 1 2 2 2 3 1 1 1 4 35 1 2
201317689054 18 1 1 2 1 3 20 0 1 2 30 1 1
201317689140 2 3 1 1 1 7 0 1 1 2 30 1 1
201317689276 10 1 1 2 2 3 20 1 2 3 35 1 1
201317689300 4 3 1 1 1 3 1 1 3 3 60 1 1
201317689302 18 1 1 2 1 3 1 1 3 4 65 1 1
201317689309 9 1 2 2 1 3 20 0 3 4 60 1 2
201317689336 22 3 1 1 1 3 1 0 4 3 40 1 1
201317689380 14 1 1 2 1 7 1 1 1 4 30 1 1
201317689416 14 1 1 2 2 3 3 1 4 2 35 1 1
201317689417 13 1 1 2 2 3 1 1 2 3 40 1 1
201317689464 13 1 10 2 2 3 20 0 2 2 35 1 1
201317689483 12 1 1 2 1 3 20 0 1 2 30 1 1
201317689520 19 1 10 2 1 3 1 1 2 3 45 1 1
201317689540 19 1 1 2 1 7 1 1 3 5 60 1 1
201317689591 8 1 2 2 2 3 1 1 2 2 35 1 2
201317689607 21 3 10 1 1 3 20 0 2 3 35 1 1
201317689651 17 1 1 2 3 3 20 0 1 2 30 1 1
201317689655 21 3 1 2 2 3 8 0 1 2 30 1 1
201317689693 5 3 1 1 1 3 1 0 4 1 40 1 1
201317689720 11 1 1 2 1 3 1 1 3 3 60 1 1
201317689859 23 3 10 2 1 3 1 1 3 3 40 1 1
201317689860 2 3 10 2 1 3 1 1 2 3 40 1 1
201317690041 0 3 1 1 1 3 1 1 3 4 65 1 1
201317690177 23 3 1 1 1 7 20 1 4 1 60 1 1
201317690231 0 3 1 1 2 3 1 0 4 4 35 1 1
201317690313 0 2 1 2 1 3 20 0 1 2 30 1 1
201317690347 17 1 1 2 2 3 20 1 2 3 30 1 1
201317690369 17 1 1 2 2 3 1 1 2 3 35 1 1
201317690381 9 1 10 2 1 3 1 1 3 5 60 1 1
201317690382 5 4 1 2 1 3 20 1 3 5 60 1 1
201317690440 14 1 10 2 1 3 20 1 2 3 35 1 2
201317690441 0 3 10 1 2 3 20 1 2 3 35 1 1
201317690503 11 1 10 2 1 3 20 0 2 3 45 1 2
201317690559 18 1 1 2 2 3 20 0 1 6 35 1 1
201317690585 13 1 2 2 1 3 20 0 3 3 60 1 2
201317690597 18 1 10 1 1 3 8 1 3 3 70 1 1
201317690645 9 1 1 2 1 3 20 0 3 5 60 4 1
201317690700 12 1 1 2 3 3 1 1 2 3 35 1 1
201317690701 20 5 10 1 1 7 20 1 3 3 35 4 2
201317690703 18 1 1 2 1 3 20 1 3 5 60 1 1
201317690720 16 1 1 2 1 3 1 1 4 2 40 1 1
201317690740 0 3 1 1 1 3 1 1 2 3 35 1 1
201317690910 15 1 2 2 1 3 20 0 3 4 60 1 2
201317690929 4 3 1 2 1 3 8 1 3 3 55 1 1
201317690980 16 1 1 2 1 7 1 1 2 4 35 1 1
201317690981 15 1 1 2 1 3 1 1 2 3 35 1 1
201317690982 18 1 1 2 3 3 1 1 2 3 45 1 1
201317690985 2 2 10 1 1 3 1 1 3 3 60 1 1
201317691016 23 3 1 2 1 3 1 0 3 4 60 1 1
201317691260 3 2 1 1 1 3 8 1 1 2 30 1 1
201317691369 15 1 1 2 1 3 20 0 1 2 30 1 1
201317691585 22 3 1 2 2 3 0 0 2 3 30 1 1
201317691587 17 1 1 2 1 3 20 0 3 4 60 1 1
201317691620 14 1 1 2 1 3 1 1 3 3 35 1 1
201317691752 12 1 1 2 1 3 8 0 2 3 40 1 1
201317691880 12 1 1 2 3 3 8 1 2 3 40 1 1
201317691881 12 1 1 2 2 3 1 1 2 3 40 1 1
201317691882 8 1 1 2 3 3 1 1 2 3 40 1 1
201317691883 19 5 1 2 1 3 1 1 3 4 60 3 1
201317691936 17 1 1 2 2 3 20 1 2 2 35 1 1
201317692081 23 3 1 2 1 3 20 1 3 5 60 1 1
201317692100 11 1 1 2 1 3 1 1 6 1 40 4 1
201317692140 18 1 1 2 2 3 20 0 2 3 35 1 1
201317692220 4 3 1 1 1 7 1 1 3 2 60 1 1
201317692318 6 4 1 2 1 3 1 1 1 4 35 1 1
201317692319 13 1 1 2 2 7 20 1 2 3 40 1 1
201317692320 7 1 1 2 2 3 20 1 1 2 35 1 1
201317692321 2 3 1 2 1 3 1 1 3 3 60 1 1
201317692480 0 2 1 2 1 3 20 1 3 3 65 1 1
201317692481 0 3 1 2 1 3 1 1 3 5 60 1 1
201317692495 15 1 1 2 1 3 20 1 3 4 50 1 1
201317692506 21 3 1 2 1 3 1 0 3 3 60 1 1
201317692531 1 3 1 2 1 3 20 1 6 1 40 1 1
201317692595 19 1 1 2 3 3 20 0 4 3 30 1 1
201317692606 16 1 1 2 1 3 1 0 2 3 45 3 1
201317692607 22 3 1 2 2 3 1 0 2 2 35 1 1
201317692620 20 1 1 2 2 3 20 0 2 3 40 1 1
201317692826 1 3 1 1 2 7 1 1 1 4 35 1 1
201317692827 7 1 1 2 2 3 1 1 4 3 45 1 1
201317693042 23 3 1 2 1 3 20 1 3 6 55 1 1
201317693103 1 3 10 2 1 3 1 1 3 3 35 1 1
201317693104 19 3 1 2 1 3 1 1 2 2 35 4 1
201317693133 18 1 1 2 3 3 20 0 3 3 35 1 1
201317693199 0 3 1 2 2 3 20 0 2 3 35 1 1
201317693230 8 1 1 2 1 3 1 0 3 4 60 1 1
201317693265 12 1 1 2 2 3 20 0 2 3 45 1 1
201317693400 2 3 10 1 1 7 20 1 2 3 35 3 1
201317693418 6 3 1 2 1 3 1 0 2 2 30 2 1
201317693580 23 3 1 1 1 3 1 1 3 3 65 1 1
201317693774 13 1 1 2 2 3 20 0 2 3 40 1 1
201317693816 8 1 1 2 3 3 1 1 2 2 40 1 1
201317693864 1 3 1 1 4 3 20 0 2 3 40 1 1
201317693894 20 3 1 1 1 3 20 0 3 3 40 1 1
201317693971 16 1 1 2 1 3 20 0 1 2 30 1 1
201317694060 13 1 2 2 2 3 8 1 2 2 35 1 2
201317694061 22 3 1 2 1 3 2 1 4 3 65 1 1
201317694282 19 3 1 2 1 3 20 0 2 3 40 1 1
201317694340 17 1 2 2 2 3 20 0 2 3 40 1 2
201317694458 23 3 1 2 1 3 1 0 3 3 60 1 1
201317694463 23 2 1 2 1 3 20 0 3 4 65 1 1
201317694634 2 2 1 2 1 3 1 1 3 3 60 1 1
201317694635 2 3 10 2 1 3 8 1 3 4 55 2 2
201317694658 17 3 1 2 1 3 20 1 3 3 60 1 1
201317694675 8 1 1 2 1 3 1 0 3 4 65 1 1
201317694820 20 3 10 2 1 3 1 1 3 4 65 1 1
201317694821 1 3 1 1 1 3 20 1 3 3 60 1 1
201317694855 22 3 1 1 1 3 20 0 3 3 65 1 1
201317694880 19 3 10 2 2 3 20 1 3 3 45 1 1
201317694887 8 1 10 2 3 3 20 1 4 3 35 1 1
201317694958 0 3 1 1 1 3 1 0 3 5 60 1 1
201317695040 4 3 1 1 1 3 8 1 3 5 60 1 1
201317695041 0 2 1 1 1 3 1 1 3 4 60 4 1
201317695160 7 3 10 1 1 3 8 1 1 2 30 2 1
201317695161 2 3 1 2 3 3 8 1 4 2 45 1 1
201317695186 7 3 10 2 2 3 20 0 4 3 30 1 2
201317695361 16 1 1 2 1 3 1 1 2 3 35 1 1
201317695362 0 3 10 2 1 7 20 1 3 4 60 1 1
201317695646 4 3 1 2 1 3 20 1 3 4 60 2 1
201317695657 22 3 1 2 1 3 20 0 2 2 25 1 1
201317695775 23 3 1 2 2 3 20 1 1 4 35 1 1
201317695840 10 1 10 2 2 3 1 1 4 3 40 1 1
201317695841 17 5 10 2 2 3 1 1 1 2 30 1 2
201317695842 9 1 1 2 2 3 20 1 1 2 30 1 1
201317695859 9 1 1 2 1 3 20 0 3 3 35 1 1
201317695973 13 1 1 2 1 3 20 0 2 3 35 1 1
201317695994 22 3 1 1 1 3 20 0 1 4 30 1 1
201317696032 10 1 1 2 1 3 1 0 2 3 45 1 1
201317696063 10 1 1 2 1 3 1 1 6 1 40 4 1
201317696064 22 3 2 1 1 7 1 1 3 3 70 2 2
201317696160 19 3 1 2 1 7 20 1 3 3 60 1 1
201317696162 4 3 1 2 1 3 1 1 3 3 60 1 2
201317696276 7 1 1 2 2 3 20 1 2 2 35 1 1
201317696286 23 3 1 2 1 3 1 0 2 3 45 1 1
201317696481 8 1 1 2 1 3 20 0 2 2 35 1 1
201317696492 0 3 1 2 2 3 8 0 3 3 50 1 1
201317696530 9 1 2 2 1 3 20 0 2 3 40 2 2
201317696633 10 1 2 2 1 7 1 1 3 3 60 1 2
201317696653 7 4 10 2 2 3 1 1 2 3 45 1 1
201317696654 13 1 1 2 7 3 1 1 6 1 30 2 1
201317696655 23 3 1 2 2 3 1 1 2 3 40 1 1
201317696656 9 1 1 2 1 3 20 1 3 2 60 1 1
201317696710 2 3 1 2 2 3 20 0 2 3 35 1 1
201317696754 20 3 1 2 1 3 1 0 6 1 60 1 1
201317696860 0 3 10 1 1 7 20 1 2 3 35 1 4
201317696861 0 3 4 2 1 3 1 1 2 2 35 2 4
201317696862 22 3 3 2 3 3 1 1 3 3 35 1 4
201317696898 16 5 2 2 2 3 20 0 2 2 30 1 2
201317697097 1 3 1 2 1 3 1 1 6 1 60 2 1
201317697161 0 3 1 2 3 3 2 1 2 2 35 1 1
201317697162 15 1 1 1 1 3 1 1 1 2 35 4 1
201317697253 2 3 1 2 2 3 2 0 1 2 35 1 1
201317697441 14 1 10 2 1 3 1 1 3 3 60 1 1
201317697442 4 3 2 2 1 7 2 1 3 3 60 1 2
201317697443 12 1 1 2 2 7 1 1 2 2 30 1 1
201317697526 13 1 1 2 2 3 1 0 2 3 40 1 1
201317697804 8 1 1 2 3 3 20 0 2 3 35 1 1
201317697883 22 3 1 2 2 3 1 0 4 5 35 1 1
201317697942 11 1 1 2 2 3 1 1 1 4 30 1 1
201317697944 9 1 1 2 2 3 20 1 4 3 40 1 1
201317697945 22 3 5 1 2 3 1 1 2 4 35 1 2
201318443926 1 3 1 2 2 8 1 0 1 2 30 1 1
201318444175 2 3 2 2 1 8 1 1 1 2 30 1 2
201318444413 9 1 1 2 1 8 20 1 3 4 45 1 1
201318446854 17 3 2 2 2 3 20 1 4 2 30 1 2
201318447173 19 1 1 2 1 8 0 0 2 2 35 1 1
201318447463 7 1 1 2 7 8 20 0 1 4 30 1 1
201318447785 17 1 1 2 1 8 20 0 1 2 30 1 1
201318447849 16 1 1 2 2 8 20 0 1 2 30 1 1
201318447867 14 1 1 2 2 8 8 1 3 2 30 1 1
201318447902 11 1 1 2 2 8 0 0 1 4 35 1 1
201318447929 7 1 1 2 2 8 1 1 1 2 30 1 1
201318447931 7 1 1 2 1 7 1 1 1 4 30 1 1
201318447970 6 1 1 2 1 8 20 1 1 2 30 1 1
201318448021 14 1 2 2 3 8 20 0 1 2 30 1 2
201318448049 17 1 1 2 1 8 0 1 2 2 30 1 1
201318448202 2 3 1 2 1 8 20 0 1 2 35 1 1
201318448339 15 1 1 2 2 8 1 1 1 4 30 1 1
201318448348 9 1 2 2 2 8 20 0 1 2 30 1 2
201318448667 15 1 2 2 1 8 20 0 3 2 30 1 2
201318448693 6 1 1 2 2 8 20 0 1 4 30 1 1
201318448790 13 1 1 2 2 8 20 1 1 2 25 1 1
201318448825 9 1 1 2 2 8 20 1 1 2 30 1 1
201318449330 14 1 1 1 2 8 20 0 3 3 30 1 1
201318449626 16 1 1 1 2 7 20 0 1 2 30 1 1
201318450246 15 1 1 2 1 8 1 1 1 2 30 1 1
201318450426 16 1 1 2 1 8 20 0 1 4 30 1 1
201318450524 17 1 1 2 1 8 20 0 3 2 30 1 1
201318450783 8 1 1 2 2 3 20 0 1 4 30 1 1
201318451124 15 1 1 2 3 8 20 0 1 2 30 1 1
201318451660 16 1 1 2 2 8 20 0 2 2 30 1 1
201318452388 7 1 1 2 2 8 20 0 1 4 35 1 1
201318453121 23 3 1 2 1 8 1 1 3 4 40 2 1
201318453265 15 5 1 2 1 8 20 0 1 4 30 1 1
201318454017 16 3 10 2 2 8 0 1 2 2 30 1 1
201318454073 9 1 1 2 2 8 0 1 2 2 30 1 1
201318454267 16 3 1 2 1 8 20 1 1 2 30 1 1
201318455203 23 2 1 2 1 8 1 1 1 2 30 1 1
201318910540 19 3 2 2 1 8 9 0 5 4 25 1 2
201318910877 10 1 10 1 1 7 9 1 4 2 20 1 2
201318910959 17 2 1 1 1 8 9 1 1 2 20 1 3
201318910968 17 3 1 2 1 3 20 0 1 4 45 1 2
201318911055 14 1 1 2 1 8 9 1 1 2 20 1 1
201318911192 6 3 1 2 1 8 9 0 1 2 25 1 2
201318911453 3 3 10 2 1 7 9 0 1 2 35 1 1
201318911509 16 1 1 2 3 8 9 1 1 2 30 1 1
201318911835 14 1 1 2 1 8 9 0 1 4 30 1 1
201318912079 13 1 1 2 2 8 9 1 4 1 20 1 1
201318912322 15 1 1 2 1 8 9 1 1 2 55 1 2
201318912487 10 1 4 2 1 8 9 0 1 2 40 1 3
201318912810 3 3 1 1 1 3 9 1 6 1 45 2 1
201318913103 21 3 1 1 1 7 9 1 3 2 55 3 1
201318913224 6 1 1 2 1 8 9 1 1 2 55 1 1
201318913237 16 1 1 2 1 8 9 1 1 2 20 1 1
201318913267 20 2 2 2 1 8 9 0 1 2 30 1 2
201318913590 1 3 1 1 1 8 9 1 1 2 50 3 1
201318913622 3 2 10 2 1 8 9 1 1 2 30 1 1
201318913783 2 2 1 2 3 7 9 1 1 2 30 1 1
201318914382 21 2 2 2 1 8 9 1 1 3 35 1 2
201318914542 4 4 1 2 1 8 9 0 1 2 30 1 1
201318914675 16 1 1 2 1 8 9 0 6 1 55 1 1
201318914683 18 1 1 2 1 8 9 0 3 5 55 1 1
201318914784 5 4 1 1 1 7 9 1 1 2 40 1 1
201318914895 2 2 1 2 1 8 9 0 3 2 55 1 1
201318915064 14 1 1 2 3 8 9 1 1 4 35 1 1
201318915360 16 1 1 2 1 7 0 0 1 2 25 4 1
201318915567 3 2 1 1 1 8 9 1 3 3 55 1 1
201318915685 15 1 1 2 2 8 9 1 5 4 35 1 1
201318915970 12 1 1 2 2 8 9 1 5 4 35 1 1
201318915976 2 3 10 1 1 7 9 0 1 2 30 1 2
201318916034 17 1 1 1 2 8 9 1 2 2 35 1 1
201318916045 0 3 1 2 7 8 9 1 1 4 35 1 1
201318916226 10 1 10 2 1 8 9 0 1 2 10 1 1
201318916357 16 1 10 2 1 8 9 0 2 5 55 1 1
201318916501 18 1 1 1 1 7 9 1 1 4 35 1 1
201318916538 16 1 1 2 1 3 9 1 1 2 30 1 1
201318916955 7 1 1 2 1 8 9 0 5 4 35 1 1
201318917127 20 2 1 2 2 8 9 0 3 2 45 1 1
201318917134 14 1 1 2 4 7 9 1 1 2 20 1 1
201318917153 12 1 1 2 1 8 9 1 6 1 55 2 1
201318917239 21 2 1 1 1 7 9 1 1 2 30 1 1
201318917345 20 3 1 2 2 8 9 0 3 2 45 1 1
201318917911 8 1 1 2 2 3 20 0 5 4 35 1 1
201318917971 15 1 1 2 1 8 9 1 3 2 55 1 1
201318918063 18 1 1 2 1 8 9 1 3 2 55 1 1
201318918109 12 1 1 2 2 8 9 1 1 2 40 1 1
201318918110 16 1 1 2 1 8 9 0 1 2 30 1 1
201318918292 9 1 1 2 3 8 9 0 1 2 25 1 1
201318918327 4 3 2 1 1 7 9 0 1 2 40 1 2
201318918431 20 3 2 2 1 8 9 1 3 5 55 1 2
201318918596 10 1 10 2 1 8 9 1 3 2 70 1 1
201318918698 4 3 1 1 4 7 9 1 1 2 25 1 2
201318918739 20 3 2 2 2 8 9 0 3 2 60 1 2
201318918999 21 3 1 2 1 8 9 1 1 2 30 1 1
201318919026 18 3 1 1 1 8 9 1 1 2 30 1 1
201318919078 15 1 10 2 1 8 1 0 3 2 55 1 1
201318919309 15 1 1 2 3 3 20 0 1 4 35 1 1
201318919348 2 3 1 1 1 7 9 1 1 4 35 1 1
201318919394 17 2 4 2 1 8 9 1 3 2 55 1 4
201318919667 18 3 1 2 1 8 9 1 4 3 35 1 1
201318920089 7 1 1 2 1 8 9 1 1 2 35 1 2
201318920380 14 1 10 2 1 8 9 0 1 2 35 1 2
201318920543 14 1 3 2 1 8 9 1 1 2 40 1 4
201318920550 20 2 11 2 3 8 9 1 1 2 45 1 3
201318920551 14 1 4 2 3 7 9 1 1 2 40 1 3
201318920556 23 2 4 2 1 8 9 1 1 2 30 3 2
201318921173 6 3 5 1 1 7 9 1 3 4 55 1 2
201319300069 21 2 1 2 2 3 8 0 2 2 60 1 1
201319300267 17 1 10 2 1 3 20 0 5 4 35 1 1
201319300310 20 1 1 2 2 3 20 0 1 2 25 1 1
201319300507 1 3 1 2 1 3 3 1 1 4 55 1 1
201319300533 16 1 10 2 1 3 20 0 2 2 40 1 1
201319300623 21 3 1 2 2 3 8 1 3 2 55 1 1
201319300800 15 1 1 2 2 7 1 1 1 4 40 4 1
201319300921 8 1 1 2 3 3 1 1 1 2 30 1 1
201319300965 0 3 1 2 1 5 0 0 5 4 40 1 1
201319300996 16 1 10 2 2 3 20 0 1 2 25 1 1
201319301078 16 1 10 2 1 3 20 0 1 2 25 1 1
201319301172 18 1 1 2 2 7 20 1 1 2 55 1 1
201319301177 13 1 1 2 1 3 8 1 1 2 45 1 1
201319301179 20 5 1 2 2 3 20 1 1 2 45 1 1
201319301187 17 1 1 2 2 3 1 1 1 2 60 1 1
201319301212 19 1 1 2 1 5 0 1 1 2 35 1 1
201319301351 11 1 1 2 2 3 1 0 2 2 40 1 1
201319301361 4 3 1 2 1 3 1 1 6 2 60 1 1
201319301370 14 1 1 2 1 3 20 0 1 2 30 1 1
201319301420 17 1 1 2 3 3 1 1 2 2 45 1 1
201319301438 18 1 1 2 2 3 20 0 1 4 35 1 2
201319301779 22 3 1 1 1 7 20 1 1 4 35 1 1
201319301835 17 1 1 1 2 3 20 1 2 2 40 1 1
201319301879 9 1 1 1 1 7 1 1 1 2 25 1 1
201319301920 15 1 1 2 1 3 20 0 1 2 25 4 1
201319301952 17 1 1 2 1 5 0 1 3 3 55 1 1
201319301988 16 1 1 2 3 3 2 1 1 4 35 1 1
201319302057 11 1 10 2 2 3 8 0 2 2 40 1 1
201319302078 16 1 10 2 2 3 20 1 2 2 35 1 1
201319302237 19 5 10 2 2 3 1 1 3 2 40 1 1
201319302314 6 4 2 2 2 3 1 1 1 2 60 1 2
201319302359 8 1 1 2 2 3 1 1 3 3 40 1 1
201319302395 15 1 1 2 2 3 0 0 3 3 45 1 1
201319302424 19 3 10 2 2 3 20 0 1 4 35 1 1
201319302482 18 5 1 2 2 3 20 1 1 4 30 1 1
201319302502 17 1 1 2 2 3 20 0 1 2 25 1 1
201319302561 6 4 10 2 1 3 20 0 3 2 55 1 1
201319302646 21 3 1 2 3 3 20 0 2 2 40 1 1
201319302682 17 1 1 2 2 3 20 0 1 2 15 1 1
201319302799 10 1 1 2 2 3 1 1 1 2 25 1 1
201319302863 22 3 10 2 2 3 8 0 2 2 35 1 1
201319303098 13 1 3 2 1 3 20 1 1 2 60 1 4
201319303099 13 1 3 2 1 3 7 1 3 3 65 1 4
201319303195 12 1 4 2 1 2 20 1 3 2 60 1 3
201319303237 8 1 1 2 2 3 1 1 1 4 35 1 10
201319303259 20 3 10 2 3 3 8 1 2 2 45 1 1
201319303323 12 1 1 2 2 3 20 0 2 2 25 1 1
201319303431 17 5 1 2 1 3 20 1 3 2 45 1 1
201319303561 7 1 4 1 1 3 20 1 2 2 60 1 3
201319303566 1 3 4 1 2 3 1 1 1 2 35 1 3
201319399007 12 1 1 2 1 3 20 0 6 2 25 2 1
201319399016 13 1 1 2 2 3 8 0 2 2 40 1 1
201319399079 8 1 1 2 1 7 1 1 3 2 40 1 1
201319399103 14 1 5 2 3 3 8 1 3 2 40 1 2
201319399139 5 3 1 2 1 3 1 1 5 4 65 1 4
201319399222 1 3 1 2 2 3 1 0 1 4 35 1 2
201319399224 11 1 1 2 1 3 20 0 1 2 25 1 1
201319399539 16 1 10 2 1 3 1 1 1 3 30 1 1
201319399548 8 1 1 2 2 3 2 1 1 2 40 1 1
201319399779 3 3 4 1 3 7 1 1 3 2 35 4 3
201319399895 7 1 1 2 2 3 8 1 1 5 35 1 1
201319399934 7 1 1 2 1 3 20 0 1 2 45 1 1
201320102587 10 1 1 2 2 3 3 0 2 2 55 1 1
201320102614 15 1 1 2 1 3 20 0 3 2 55 1 1
201320102936 6 4 1 2 2 3 1 1 2 2 40 1 1
201320102975 18 3 1 2 2 3 20 1 3 3 30 1 1
201320103320 16 1 1 2 1 3 20 0 3 2 45 1 1
201320103418 12 1 1 2 2 3 20 0 2 2 40 1 1
201320103450 9 1 1 2 2 3 20 0 2 2 40 1 1
201320103596 13 1 1 2 1 3 20 0 1 2 35 1 1
201320103648 9 1 1 2 1 3 0 1 3 2 65 1 1
201320103867 0 3 1 2 2 3 1 0 2 2 40 1 1
201320104025 15 1 1 2 2 3 20 1 2 2 40 1 1
201320104035 15 1 2 2 3 3 20 1 1 2 35 1 2
201320104129 12 1 1 2 3 3 20 0 1 2 40 1 1
201320104233 21 2 1 2 1 7 1 1 1 2 45 2 1
201320104300 19 1 1 2 1 7 1 1 3 3 65 1 1
201320104365 11 1 1 2 3 3 0 1 1 3 55 1 1
201320104424 17 1 1 2 3 3 20 1 1 2 25 3 1
201320104484 9 1 1 2 2 3 20 0 2 1 40 1 1
201320104511 10 1 1 2 1 3 20 0 3 2 40 1 1
201320104548 8 1 1 2 3 3 20 0 1 2 30 1 1
201320104607 14 1 1 2 2 3 20 0 1 4 35 1 1
201320104679 18 1 1 2 2 3 1 0 2 2 45 1 1
201320104713 12 1 1 2 2 3 20 1 2 1 40 1 1
201320104851 17 1 1 2 2 3 20 0 2 2 25 1 1
201320104862 10 1 1 2 2 3 20 0 2 2 55 1 1
201320104871 11 1 1 2 1 3 1 1 2 3 45 1 1
201320104892 6 1 1 2 1 3 1 1 1 2 40 1 1
201320104918 23 3 1 1 1 3 20 1 3 2 65 3 1
201320105019 13 1 1 2 1 7 1 1 1 2 50 1 1
201320105176 8 1 1 2 2 3 20 1 2 1 40 1 1
201320105177 7 1 1 2 2 3 20 1 1 2 25 1 1
201320105178 10 1 1 2 2 3 20 0 1 2 40 1 1
201320105216 10 1 1 2 2 3 0 1 2 3 45 1 1
201320105263 11 1 1 2 2 3 20 0 2 4 45 1 1
201320105310 7 1 1 2 1 3 1 1 3 2 65 1 1
201320105387 18 3 1 2 2 3 20 1 3 3 40 1 1
201320105400 3 2 1 2 1 3 1 1 3 3 40 2 1
201320105571 18 3 1 1 1 3 20 1 2 2 40 4 1
201320105652 15 1 1 2 2 3 20 1 2 3 45 1 1
201320105987 15 1 1 2 1 3 9 1 5 3 65 3 1
201320106093 15 1 1 2 1 3 8 1 1 2 55 1 1
201320106118 15 1 2 2 1 3 8 1 1 3 45 2 2
201320106133 10 1 1 2 2 7 1 1 3 2 40 1 1
201320106135 10 1 1 2 1 3 1 0 3 2 55 1 2
201320106162 18 3 1 2 3 3 1 1 3 2 45 1 1
201320106728 21 2 1 1 1 7 20 1 1 2 45 2 1
201320519814 3 2 1 2 1 3 9 1 1 2 65 2 1
201320520044 4 2 4 1 1 3 8 0 3 2 65 1 2
201320520102 4 2 1 2 1 3 1 0 1 2 45 1 1
201320520124 14 1 1 2 3 7 9 0 1 2 25 2 1
201320520295 17 1 1 2 1 7 1 0 5 3 45 1 1
201320520385 18 1 1 1 1 3 9 1 1 2 25 1 1
201320520391 17 1 1 2 1 3 1 0 1 2 20 3 1
201320520471 13 1 1 2 1 7 9 1 3 2 65 1 1
201320520696 15 1 2 1 1 3 9 1 1 2 55 1 2
201320520776 16 1 2 2 1 3 9 1 1 3 65 1 2
201320520856 21 2 1 2 1 3 20 1 1 2 50 3 1
201320520993 22 2 10 2 1 3 9 0 1 2 55 3 1
201320521239 20 2 10 2 1 3 9 0 1 2 65 1 1
201320521240 14 1 1 2 1 3 9 0 3 2 40 2 1
201320521252 15 1 1 2 1 5 0 0 1 3 45 1 1
201320521572 19 2 1 2 1 3 9 1 1 2 35 2 1
201320521573 16 1 1 2 3 3 9 0 1 2 35 1 1
201320931308 9 1 1 2 2 3 9 0 1 2 50 1 1
201320931454 7 1 1 2 2 3 9 0 1 4 35 1 1
201320931476 13 1 1 2 1 7 0 0 1 2 50 1 1
201320931564 22 2 10 2 1 3 20 1 1 2 45 1 2
201320931636 15 1 1 2 2 3 9 0 1 2 50 1 1
201320931785 5 3 1 2 2 3 9 0 1 4 45 1 1
201320931924 13 1 1 2 1 3 9 0 3 2 75 3 1
201320932041 11 1 1 2 1 3 9 0 1 2 65 1 1
201320932177 20 3 1 2 2 3 20 0 2 2 35 1 1
201320932228 12 1 1 2 2 3 9 0 2 3 35 1 1
201320932293 13 1 1 2 1 3 9 1 1 2 55 1 1
201320932300 20 2 1 1 1 3 9 0 2 2 75 1 1
201320932333 11 1 1 2 2 3 9 0 1 4 25 1 1
201320932366 20 2 1 2 1 3 9 0 1 2 45 1 1
201320932410 20 2 1 2 1 3 1 0 2 2 75 1 1
201320932513 17 1 1 1 2 2 0 1 1 2 35 1 1
201320932529 11 1 1 2 2 3 9 0 5 4 35 1 1
201320932546 11 1 1 1 2 3 1 1 1 2 35 1 1
201320932548 9 1 1 2 2 3 20 0 1 2 50 1 1
201320932549 14 1 1 2 2 3 1 0 1 2 25 1 1
201320932590 22 3 1 2 1 3 1 0 1 2 25 1 1
201320932595 11 1 1 2 1 3 9 0 5 4 35 1 1
201320932698 17 1 1 2 2 3 9 0 2 3 35 1 1
201320932721 12 1 1 2 3 3 9 1 1 2 25 1 1
201320932732 13 1 1 2 1 3 1 0 2 3 35 1 1
201320932749 7 1 1 2 1 3 9 1 2 2 70 1 1
201320932802 12 1 1 2 2 7 9 0 5 4 40 1 1
201320932838 19 5 1 2 1 3 9 0 5 4 55 1 1
201320932843 11 1 1 2 3 3 9 0 1 2 45 1 1
201320932859 14 1 1 2 1 3 9 0 2 2 75 1 1
201320933020 18 1 1 2 1 3 9 0 3 2 75 1 1
201320933029 12 1 1 2 2 3 9 1 1 2 50 1 1
201320933079 1 2 1 2 1 3 9 0 3 2 75 2 1
201320933086 12 1 1 2 1 3 9 0 2 2 75 1 1
