CASENUM HOUR LGT_COND WEATHER ALCOHOL TYP_INT REST_USE AIR_BAG SEVERITY VTRAFWAY VNUM_LAN VSPD_LIM VALIGN VSURCOND
201329048273 9 1 10 2 1 3 1 0 6 2 60 3 1
201329048293 23 2 1 1 1 7 8 1 3 4 60 3 1
201329048294 17 1 10 2 1 3 20 1 3 4 60 2 2
201329048295 17 1 10 2 1 7 20 1 3 3 60 1 1
201329048296 20 2 1 2 1 7 20 1 3 3 60 1 1
201329048297 1 3 1 1 1 7 1 1 3 6 60 1 1
201329048331 11 1 10 2 2 3 1 0 1 4 35 1 1
201329048545 9 1 1 2 1 3 8 1 3 3 60 1 1
201329048573 22 3 1 2 1 7 0 1 1 2 35 4 1
201329048574 7 1 1 2 1 3 1 1 1 2 35 2 1
201329048607 14 1 1 2 2 5 0 1 1 3 30 1 1
201329048644 9 1 1 2 2 3 20 0 2 2 40 1 1
201329048700 17 1 10 2 1 3 20 1 2 2 45 1 1
201329048745 14 1 2 2 2 3 1 1 5 4 45 1 2
201329049059 7 1 1 2 2 7 20 0 2 2 60 1 1
201329049135 19 1 1 2 1 3 1 0 1 4 50 1 1
201329049290 17 1 1 2 1 3 20 0 1 2 25 1 1
201329049467 2 3 1 1 1 7 1 0 3 3 60 1 1
201329049473 18 1 1 2 1 3 20 0 3 6 60 1 1
201329049476 16 1 2 2 1 3 20 1 3 5 60 1 2
201329049542 20 3 1 2 1 3 1 1 3 4 60 1 1
201329049618 16 1 10 2 3 5 0 0 1 2 25 1 1
201329049818 17 1 1 2 1 5 0 1 1 2 35 1 1
201329049849 10 1 1 2 1 3 20 0 4 2 45 1 1
201329049880 0 3 10 1 1 3 20 1 1 4 25 2 1
201329049882 5 3 1 2 1 3 1 1 1 4 35 1 1
201329049883 18 1 10 2 2 3 20 1 3 2 35 1 1
201329049969 11 1 1 2 3 3 1 1 1 2 25 1 1
201329050011 17 1 1 2 1 3 1 1 1 4 45 1 1
201329050040 15 1 1 2 2 3 1 0 1 2 10 1 1
201329050248 22 3 2 2 2 3 20 0 1 4 35 1 2
201329050283 15 1 1 2 2 3 1 1 1 3 35 1 1
201329050307 20 3 2 2 3 7 20 1 2 2 40 1 2
201329050442 17 1 10 2 1 5 0 0 1 2 20 1 1
201329050554 18 1 1 2 1 3 0 0 1 4 30 1 1
201329050555 12 1 1 2 2 3 20 0 2 2 40 1 1
201329050688 17 1 1 2 1 3 20 0 1 2 25 1 1
201329050713 7 1 1 2 2 3 20 0 1 4 40 2 1
201329050846 20 3 10 2 1 7 1 1 3 4 60 1 2
201329050847 19 1 1 2 1 3 1 1 3 4 60 4 1
201329050848 14 1 2 2 1 3 20 1 3 3 60 1 2
201329050849 1 3 1 1 1 7 1 1 3 3 60 1 1
201329050850 21 3 1 1 2 3 8 1 1 4 35 1 1
201329050851 11 1 10 2 1 7 1 1 1 4 30 2 1
201329050856 14 1 1 2 1 5 0 0 2 2 40 1 1
201329050910 11 1 1 2 2 3 0 1 2 2 60 1 1
201329050988 14 1 1 2 3 3 8 0 2 2 40 1 1
201329051232 20 3 1 1 2 3 1 1 1 4 35 1 1
201329051420 18 1 1 2 1 5 0 1 3 4 60 2 1
201329051482 18 1 10 2 2 3 1 0 4 2 50 1 1
201329051503 16 1 1 2 1 3 20 1 5 4 20 1 1
201329051582 19 3 10 2 3 7 1 1 5 4 40 1 2
201329051624 18 1 1 2 1 3 1 1 5 4 40 1 1
201329051758 3 2 1 2 1 3 1 1 3 4 60 1 1
201329051768 1 3 1 2 1 3 8 1 5 2 40 1 1
201329051789 18 1 1 2 1 3 1 1 1 2 40 1 1
201329051816 18 1 2 2 1 3 20 1 3 5 60 3 6
201329051943 19 1 1 2 1 3 20 0 3 4 60 1 1
201329051950 4 3 1 2 1 3 20 1 2 3 40 1 1
201329051955 16 1 1 2 1 3 20 0 3 3 55 1 1
201329051958 20 3 2 2 1 3 20 1 6 1 60 2 2
201329051959 7 1 1 1 1 7 1 1 3 6 60 1 1
201329051960 15 1 1 2 1 3 20 1 3 7 60 1 1
201329052026 15 1 1 2 3 3 20 1 1 4 40 1 1
201329052093 18 1 1 2 3 3 20 1 5 4 35 1 1
201329052176 11 1 1 2 2 3 20 0 5 3 40 1 1
201329052260 16 1 10 2 1 3 1 1 3 3 65 1 2
201329052332 15 1 1 2 2 3 1 1 1 4 35 1 1
201329052340 13 1 1 2 1 3 1 1 5 4 40 1 1
201329052504 16 1 1 2 2 3 20 0 1 2 30 1 1
201329052513 13 1 2 2 2 3 20 0 3 2 30 1 2
201329052621 10 1 1 2 1 3 1 1 3 2 40 2 1
201329052633 12 1 10 2 2 5 0 1 1 4 40 1 1
201329052672 7 1 1 2 2 3 1 1 2 3 40 4 1
201329052711 12 1 1 2 1 3 20 0 1 2 25 1 1
201329052831 14 1 10 2 1 3 20 0 3 5 60 1 1
201329052867 20 1 1 2 1 7 8 1 3 5 60 1 1
201329052895 21 3 1 2 1 3 1 1 3 5 60 1 1
201329052908 7 1 10 2 1 3 20 1 3 3 60 3 2
201329052913 10 1 10 2 1 3 0 1 3 5 60 1 2
201329052914 9 1 1 2 1 7 20 1 3 3 60 1 1
201329052929 19 1 1 2 1 3 1 1 3 6 60 2 1
201329052955 18 1 1 2 1 3 1 1 3 2 45 1 1
201329052956 21 3 1 2 2 3 20 0 2 2 40 1 1
201329052970 17 1 1 2 1 3 20 1 3 6 60 1 1
201329053021 23 3 1 2 2 7 20 1 1 4 35 1 1
201329053105 13 1 10 2 2 3 20 0 1 2 35 1 1
201329053112 16 1 1 2 1 5 0 1 1 2 30 1 1
201329053188 9 1 1 2 2 3 20 0 1 4 30 1 1
201329053202 9 1 1 2 1 3 1 0 3 3 60 1 1
201329053215 15 1 1 2 2 3 2 0 3 2 30 1 1
201329053228 0 3 1 1 2 5 0 1 1 5 30 1 1
201329053231 12 1 1 2 1 3 20 1 5 2 25 1 1
201329053238 10 1 1 2 1 3 20 0 3 3 60 1 1
201329053289 12 1 1 2 1 3 20 0 5 4 40 1 1
201329053401 15 1 1 2 2 3 20 0 3 1 35 1 1
201329053407 19 1 1 2 2 3 20 1 1 2 30 1 1
201329053505 8 1 1 2 1 3 20 1 2 2 55 1 1
201329053522 20 3 1 2 3 3 20 0 1 2 35 1 1
201329053631 3 1 1 2 1 1 1 0 3 5 60 1 1
201329053632 11 1 1 2 1 3 20 1 1 2 25 3 1
201329053712 17 1 1 2 2 3 20 0 1 4 30 1 1
201329053764 17 1 1 2 3 3 20 0 1 2 25 1 1
201329053790 13 1 1 2 1 3 20 0 1 2 25 1 1
201329053792 20 3 1 2 1 5 0 0 5 4 40 1 1
201329053820 15 1 1 2 1 3 1 1 1 2 35 4 1
201329053861 18 1 1 2 3 3 1 1 5 4 40 1 1
201329053880 7 1 1 2 1 3 1 1 1 4 35 1 1
201329053926 9 1 1 2 1 3 20 1 3 4 60 1 1
201329053983 20 3 10 2 3 3 20 1 5 4 35 1 2
201329054069 21 3 1 2 2 3 20 1 1 4 30 1 1
201329054092 6 1 1 2 1 3 1 0 3 5 60 1 1
201329054126 10 1 1 2 1 3 20 1 1 4 35 1 1
201329054445 13 1 1 2 2 3 1 1 1 4 35 1 1
201329054461 15 1 10 2 2 3 20 0 2 3 50 1 2
201329054466 14 1 2 2 2 3 1 1 2 2 60 1 2
201329054467 11 1 1 2 2 5 0 1 3 2 30 1 1
201329054554 19 1 10 1 2 3 20 1 2 3 55 1 2
201329054590 18 1 10 2 3 3 20 0 3 2 30 1 1
201329054596 15 1 10 2 1 3 20 0 6 1 60 3 2
201329054676 18 1 2 2 3 3 1 0 2 2 45 1 2
201329054694 15 1 10 2 2 3 1 1 5 4 35 1 1
201329054851 9 1 1 2 1 7 1 1 1 2 25 1 1
201329054877 20 3 2 2 3 3 1 1 5 4 40 1 2
201329055064 8 1 1 2 1 3 20 0 3 5 60 1 1
201329055069 20 2 1 1 1 7 20 1 4 2 60 2 1
201329055096 7 1 1 2 1 3 20 1 3 5 60 1 1
201329055234 17 1 1 2 3 3 20 0 1 2 25 1 1
201329055236 12 1 1 2 1 3 20 1 1 3 25 1 1
201329055252 13 1 10 2 1 3 20 1 5 4 40 1 1
201329055283 1 3 1 1 1 3 20 1 3 3 60 1 1
201329055384 21 3 1 2 3 7 1 1 1 2 30 1 1
201329055438 2 3 1 2 2 3 1 1 1 2 30 1 1
201329055486 17 1 1 2 3 3 20 1 1 2 20 1 1
201329055490 3 3 10 2 1 3 1 0 5 4 35 1 1
201329055520 13 1 10 2 2 3 1 0 5 4 40 1 1
201329055787 18 3 1 2 3 3 20 0 1 2 35 1 1
201329055890 14 1 1 2 1 3 20 0 6 1 60 2 1
201329055894 13 1 1 2 3 3 20 1 1 2 20 1 1
201329056106 16 1 1 2 1 3 1 1 3 5 60 1 1
201329056110 18 1 10 2 1 3 20 1 3 4 60 4 2
201329056116 12 1 1 2 1 3 1 1 3 6 60 1 1
201329056120 21 3 1 2 1 5 0 1 3 3 50 3 1
201329056153 15 1 1 2 1 3 20 0 3 4 60 1 1
201329056156 8 1 1 2 1 3 20 1 3 5 60 1 1
201329056220 9 1 1 2 2 1 20 0 2 2 40 1 1
201329056238 2 3 10 2 1 7 1 1 1 2 25 3 2
201329056312 16 1 10 2 1 3 20 0 5 4 45 1 1
201329056462 19 2 1 2 2 3 20 0 1 2 35 1 1
201329056507 20 3 1 2 2 3 1 1 2 2 35 1 1
201329056518 8 1 2 2 1 3 8 1 4 2 40 1 2
201329056547 20 3 1 2 1 3 20 1 1 2 40 3 1
201329056580 15 1 1 2 2 7 20 1 1 2 30 1 1
201329056676 19 3 1 2 1 3 1 1 5 4 40 1 1
201329056688 8 1 1 2 2 3 20 0 1 2 30 1 1
201329056695 6 1 1 2 1 5 0 1 3 3 60 1 1
201329056757 7 1 2 2 2 3 20 1 1 4 30 1 2
201329056794 8 1 2 2 1 3 20 0 3 5 60 1 2
201329056865 12 1 10 2 2 3 20 0 1 4 40 1 1
201329056951 19 3 2 2 2 3 20 1 2 2 35 1 2
201329056983 7 1 1 2 1 3 20 1 3 4 60 1 1
201329057030 18 2 2 2 1 3 1 1 1 2 55 1 2
201329057071 18 2 1 2 1 3 1 1 3 4 60 1 1
201329057072 16 1 1 2 1 3 20 1 3 5 60 1 1
201329057190 19 3 1 2 1 3 20 1 5 4 35 1 1
201329057213 11 1 1 2 2 3 20 0 1 4 25 1 1
201329057262 10 1 1 2 1 3 20 1 3 3 60 1 1
201329057322 11 1 1 2 2 3 20 0 1 4 45 1 1
201329057391 14 1 10 2 1 3 8 1 1 4 40 1 1
201329057402 14 1 10 2 2 3 20 0 3 2 40 1 3
201329057460 6 1 1 2 1 7 1 1 1 4 35 1 1
201329057554 8 1 1 2 1 3 20 0 5 2 30 1 1
201329057667 11 1 1 2 3 3 1 1 1 2 45 1 1
201329057681 10 1 10 2 1 3 1 0 1 4 35 1 4
201329057750 6 3 1 2 2 3 20 0 5 4 40 1 1
201329057769 19 2 4 1 1 3 1 1 3 5 60 1 2
201329057800 7 1 1 2 1 7 20 1 2 2 60 1 1
201329057826 1 3 4 1 1 7 20 1 3 4 60 1 3
201329057884 18 2 1 2 1 3 20 1 3 6 60 1 1
201329057905 13 1 1 2 2 3 20 1 1 2 25 1 1
201329057959 23 3 1 1 4 7 20 0 1 3 30 1 1
201329058066 14 1 1 2 1 3 3 1 5 3 45 1 1
201329058393 13 1 1 2 2 3 1 0 5 4 35 1 1
201329058980 23 3 1 1 3 7 1 1 1 2 40 1 1
201329104091 9 1 4 2 1 3 20 0 3 2 65 1 4
201329104099 11 1 10 2 2 3 20 0 1 2 25 1 3
201329104121 11 1 10 2 1 3 2 0 3 2 65 1 1
201329104125 1 2 3 1 1 3 20 1 1 2 55 1 4
201329104128 8 1 1 2 2 3 0 0 1 2 55 1 1
201329104222 0 2 4 2 1 3 20 1 3 2 65 1 4
201329104223 19 2 1 1 1 7 0 1 1 2 50 1 3
201329104392 6 1 2 2 2 3 1 1 1 2 55 1 2
201329104460 15 1 11 2 1 3 1 0 1 2 55 1 4
201329104462 18 1 4 2 1 3 20 0 2 2 65 1 4
201329104472 10 1 3 2 1 3 8 1 1 2 55 1 10
201329104503 7 1 1 2 2 3 2 1 3 2 65 1 1
201329104632 22 2 1 2 1 7 1 1 1 2 55 1 1
201329104665 15 1 1 2 2 3 20 0 2 2 55 1 1
201329104693 11 1 10 2 2 3 20 1 1 2 55 1 1
201329104728 17 1 10 2 3 3 1 0 1 2 55 1 1
201329104731 13 1 1 2 1 3 0 0 1 2 55 1 1
201329104745 13 1 1 2 1 3 1 0 1 2 55 1 1
201329104781 11 1 1 2 2 3 20 1 1 2 25 1 1
201329104847 18 1 1 2 3 3 1 0 1 4 35 1 1
201329104867 19 5 10 2 1 3 20 1 1 2 55 3 1
201329104869 17 1 1 1 1 3 20 1 1 2 55 1 1
201329104875 7 1 1 2 1 3 20 0 2 2 65 1 1
201329104877 17 1 10 2 1 3 1 1 3 1 65 1 1
201329104921 18 1 10 2 1 3 8 0 3 2 65 1 1
201329104938 14 1 1 2 1 3 20 1 1 2 55 1 1
201329104963 12 1 1 2 1 3 20 0 1 2 55 1 1
201329104966 2 2 1 2 1 3 20 0 2 2 65 1 1
201329104972 21 2 10 1 3 3 20 0 1 2 55 1 1
201329104978 14 1 1 2 3 3 1 0 1 2 30 1 1
201329105045 10 1 10 2 2 3 20 0 1 2 55 1 1
201329105049 18 5 10 2 2 3 1 0 1 2 55 1 1
201329105055 8 1 4 2 1 3 20 0 6 1 65 1 2
201329105102 1 3 1 2 1 3 20 0 1 2 55 2 1
201329105260 15 1 10 2 1 3 1 1 1 2 55 1 1
201329105261 14 1 4 2 1 3 1 0 1 2 55 1 3
201329105264 13 1 1 2 3 3 20 0 1 2 45 1 1
201329105288 0 2 4 2 1 3 1 1 1 2 55 1 3
201329105297 13 1 4 2 1 3 1 0 2 2 65 1 3
201329105298 19 2 4 2 1 3 20 0 3 2 65 1 3
201329105303 7 1 10 2 1 3 0 0 1 2 55 1 3
201329105311 7 1 2 2 1 7 1 1 1 2 55 1 2
201329105414 7 1 10 2 1 3 0 1 2 2 65 1 1
201329105525 12 1 10 2 1 3 20 1 1 2 55 1 4
201329105586 15 1 1 2 3 3 1 1 1 2 55 1 1
201329229013 12 1 1 2 2 3 1 1 2 3 35 1 1
201329229084 10 1 1 2 2 3 20 0 2 3 40 1 1
201329229175 17 5 1 2 2 3 1 1 1 2 25 1 1
201329229190 13 1 4 2 1 7 20 1 5 2 35 1 4
201329229255 10 1 1 2 3 3 20 1 3 2 45 1 1
201329229444 7 1 1 2 1 3 20 1 3 4 65 1 1
201329229519 10 1 1 2 2 3 20 1 2 2 30 1 1
201329229577 9 1 1 2 3 3 1 0 1 2 50 1 2
201329230084 18 1 1 2 1 1 20 1 1 2 45 1 1
201329230190 13 1 1 2 2 3 8 1 3 3 45 1 1
201329431656 13 1 2 2 1 3 20 0 3 3 60 1 2
201329431776 15 1 1 2 2 3 20 0 2 3 30 1 1
201329431960 15 1 2 2 1 7 20 1 3 3 35 1 2
201329431967 23 3 1 1 2 3 1 1 3 2 35 1 1
201329432221 12 1 1 2 2 3 20 1 2 3 35 1 1
201329432227 17 1 1 2 1 3 1 0 2 3 35 1 1
201329432237 12 1 10 2 1 3 20 0 2 3 40 1 2
201329432301 2 3 1 2 1 3 1 1 6 1 50 2 1
201329432361 22 3 1 1 2 7 1 1 4 3 50 1 1
201329432374 16 1 10 2 1 3 1 1 6 1 35 1 1
201329432458 5 3 2 2 1 7 1 0 3 3 60 1 2
201329432460 6 3 10 2 1 7 1 1 1 4 35 1 2
201329432586 15 1 1 2 2 3 1 0 4 3 45 1 1
201329432628 4 3 5 2 1 3 20 1 4 2 45 2 2
201329432682 13 1 1 2 2 3 1 1 3 3 35 1 1
201329432723 17 1 2 2 2 3 8 1 2 3 40 1 2
201329432731 2 3 2 2 2 3 1 1 3 3 40 1 6
201329432881 6 3 10 2 1 3 1 0 2 3 45 1 1
201329432944 18 1 1 2 1 1 20 1 1 2 35 1 1
201329432991 22 3 1 2 3 3 1 1 2 2 35 1 1
201329432992 22 2 1 1 1 3 20 1 3 2 60 1 1
201329433007 7 1 1 2 2 3 20 1 2 2 40 1 1
201329433015 12 1 1 2 1 3 1 1 2 2 40 1 1
201329433042 19 3 1 2 1 3 2 0 2 3 40 1 1
201329433135 17 1 1 2 1 3 20 0 2 3 40 1 1
201329433188 19 3 1 2 1 3 20 0 1 4 40 1 1
201329433221 19 3 1 2 1 7 20 1 3 2 70 1 1
201329433251 22 3 1 2 2 3 1 1 2 2 45 1 1
201329433276 15 1 1 2 1 3 20 0 3 4 65 1 2
201329433433 13 1 2 2 2 3 20 1 2 3 50 1 2
201329433436 16 1 2 2 1 3 20 1 3 4 60 1 2
201329433447 14 1 2 2 2 3 1 1 3 3 45 1 2
201329433465 21 3 1 2 3 3 1 1 2 3 40 1 1
201329433479 12 1 1 2 3 3 20 1 2 3 40 1 1
201329433562 16 1 1 2 3 3 20 0 1 2 35 1 1
201329433592 7 3 1 2 2 3 20 1 2 3 40 1 1
201329433623 5 3 1 1 1 3 1 1 3 2 40 2 1
201329433631 6 3 1 2 2 3 1 1 2 4 40 1 1
201329433642 1 3 1 1 1 3 20 1 6 2 70 1 1
201329433775 13 1 1 2 1 3 20 0 2 2 30 1 1
201329433848 12 1 1 2 1 7 8 0 2 3 35 1 1
201329433859 20 3 1 2 1 3 1 0 3 4 60 1 1
201329433945 18 1 1 2 1 3 20 0 3 3 40 1 1
201329433984 15 1 1 2 2 3 20 0 2 2 40 1 1
201329434036 5 3 1 1 1 3 1 1 3 3 60 1 1
201329434129 5 3 10 1 1 7 1 1 2 3 40 1 1
201329434186 9 1 1 2 3 3 20 0 2 3 40 1 1
201329434204 8 1 1 1 2 7 8 1 2 3 35 1 1
201329434232 21 3 2 2 1 3 1 1 3 4 60 1 2
201329434284 7 1 2 2 2 3 1 1 2 2 35 1 2
201329434407 21 3 1 2 2 3 20 0 1 2 30 2 1
201329434445 15 1 1 2 1 3 1 1 2 3 40 1 1
201329434459 3 3 1 2 1 3 20 1 3 3 60 1 1
201329434463 15 1 10 2 2 3 2 0 4 2 40 1 2
201329434470 12 1 1 2 2 3 1 0 3 2 50 1 1
201329434489 2 2 1 1 1 7 1 1 2 2 40 3 1
201329434513 13 1 10 2 2 3 20 0 2 2 35 1 1
201329434571 22 3 1 2 1 3 1 1 3 6 60 1 1
201329434607 11 1 1 2 2 3 20 0 2 3 45 4 1
201329434644 7 1 10 2 1 3 1 1 2 4 45 1 1
201329434645 9 1 10 2 1 3 20 0 2 3 40 1 1
201329434686 21 3 10 2 2 3 1 1 5 6 45 1 1
201329434690 7 1 1 2 3 3 20 0 1 2 20 1 1
201329434810 17 1 1 2 2 3 1 0 2 2 40 1 1
201329434840 9 1 1 2 1 3 20 0 2 3 35 1 1
201329434869 21 3 10 2 1 7 20 1 3 5 60 1 1
201329434886 18 1 1 2 3 3 20 0 3 3 40 4 1
201329434902 17 1 1 2 1 3 20 0 3 5 60 1 1
201329434914 14 1 1 2 1 3 1 1 2 1 40 1 1
201329435070 18 1 1 2 2 3 20 0 2 2 30 1 1
201329435089 11 1 1 2 2 3 20 1 2 3 45 1 1
201329435133 14 1 1 2 3 3 1 0 1 2 30 3 1
201329435142 5 3 1 1 2 3 8 1 2 3 55 3 1
201329435161 11 1 10 2 1 3 20 0 5 2 40 1 1
201329435171 9 1 1 2 1 7 1 1 1 2 40 1 1
201329435179 16 1 1 2 1 3 20 0 3 2 40 1 1
201329435202 17 1 1 2 2 3 20 1 2 2 40 1 1
201329435210 18 1 1 2 3 3 0 1 1 4 40 1 1
201329435238 16 1 1 2 1 3 8 1 3 3 60 1 1
201329435293 16 1 1 2 2 3 20 0 2 3 35 1 1
201329435310 17 1 1 2 1 1 20 0 3 2 40 1 1
201329435350 8 1 10 2 1 3 20 0 3 2 40 2 1
201329435423 12 1 2 2 1 3 20 1 3 3 35 4 2
201329435531 17 1 1 2 1 3 20 1 1 6 40 1 1
201329435553 17 1 1 2 1 3 20 0 3 5 60 1 1
201329435560 7 1 1 2 1 3 8 0 3 5 60 1 1
201329435595 6 4 10 2 1 3 1 1 1 2 40 3 1
201329435708 18 1 1 2 1 3 20 1 3 4 65 1 1
201329435756 16 1 10 2 1 3 20 1 1 2 35 1 1
201329435775 15 1 1 2 3 3 2 0 5 4 35 1 1
201329435787 22 3 1 1 1 3 20 1 6 1 60 2 2
201329435839 21 2 1 1 1 3 20 1 1 4 35 1 1
201329435859 13 1 10 2 1 1 20 0 2 2 40 1 2
201329435884 16 1 1 1 1 3 1 1 3 3 60 1 1
201329435941 15 1 2 2 2 3 0 1 1 2 40 1 2
201329435942 13 1 1 2 1 3 1 1 2 3 40 2 1
201329435954 6 1 2 2 2 3 20 0 2 2 50 1 2
201329435957 14 1 1 2 2 3 1 1 2 2 50 1 1
201329435964 19 1 1 2 1 3 20 1 2 3 35 1 1
201329435965 17 1 10 2 1 3 20 0 2 3 35 1 1
201329436044 12 1 1 2 1 3 20 0 3 2 40 1 1
201329436116 11 1 1 2 1 3 20 0 6 1 45 2 1
201329436137 10 1 10 2 1 3 20 1 5 4 35 1 1
201329436144 8 1 1 2 2 3 1 1 2 3 45 1 1
201329436162 5 2 1 2 2 3 1 0 2 3 45 1 1
201329436190 7 1 1 2 2 3 20 0 3 2 40 1 1
201329436248 20 1 1 2 2 3 8 0 2 3 40 1 1
201329436295 16 1 1 2 2 3 1 0 2 3 35 1 1
201329436340 8 1 1 1 2 7 1 1 2 3 45 1 1
201329436345 4 3 1 1 1 3 20 0 3 4 65 1 1
201329436353 15 1 1 2 2 3 20 1 2 2 40 1 1
201329436378 20 5 1 2 1 7 1 1 2 2 50 1 1
201329436532 7 1 10 2 2 3 1 0 1 6 45 1 2
201329436576 19 1 1 2 2 3 20 1 1 3 50 1 1
201329436595 19 1 1 2 2 3 2 0 5 6 40 1 1
201329436625 12 1 1 2 1 3 1 0 2 2 40 1 1
201329436645 15 1 1 2 1 3 20 0 3 3 40 1 1
201329436647 7 1 1 2 2 3 20 1 3 2 40 1 1
201329436652 9 1 1 2 1 3 1 1 2 2 40 1 1
201329436657 17 1 1 2 1 3 2 0 2 2 40 1 1
201329436700 13 1 1 2 1 3 8 1 3 3 35 1 1
201329436742 9 1 1 2 1 3 1 1 4 2 35 1 1
201329436802 10 1 1 2 2 3 20 1 2 4 35 1 1
201329436884 17 1 1 2 2 3 20 0 3 3 40 1 1
201329436932 17 1 2 2 1 3 20 0 4 2 40 1 2
201329436934 19 1 2 2 3 3 1 1 3 2 40 1 2
201329436958 23 3 1 2 2 3 20 1 1 4 30 1 1
201329436968 13 1 1 2 1 3 1 0 3 4 60 1 1
201329437046 2 3 1 1 1 3 1 1 1 2 35 1 1
201329437083 7 1 1 2 2 3 1 0 2 3 45 1 1
201329437087 2 3 1 1 1 7 8 1 1 2 30 3 1
201329437128 15 1 1 2 1 3 1 1 3 4 60 1 1
201329437178 17 1 2 2 2 3 1 0 2 3 35 1 2
201329437217 6 1 1 2 1 3 1 0 3 5 60 1 1
201329437228 17 1 1 2 1 3 20 0 4 3 45 1 1
201329437249 9 1 1 2 3 3 20 1 2 3 40 1 1
201329437261 8 1 2 2 1 3 20 0 3 5 60 1 2
201329437263 10 1 2 2 2 3 3 1 2 3 40 1 2
201329437266 19 1 1 2 7 3 8 1 2 3 40 1 1
201329437274 19 1 1 2 1 3 20 0 2 3 40 1 1
201329437290 15 1 1 2 1 3 1 1 2 3 40 1 1
201329437341 15 1 1 2 2 3 20 1 2 3 40 1 1
201329437362 11 1 10 2 2 3 3 0 2 3 45 1 1
201329437386 15 1 1 2 2 3 1 1 2 2 40 1 1
201329437392 14 1 1 2 2 3 20 1 2 3 45 1 1
201329437398 15 1 1 2 1 3 3 0 2 2 40 1 1
201329437399 21 3 1 2 2 3 8 0 2 3 40 1 1
201329437473 20 3 1 2 1 3 20 0 1 4 35 1 1
201329437503 17 1 1 2 2 3 1 1 2 2 40 1 1
201329437508 12 1 10 2 2 3 20 0 3 2 50 1 1
201329437519 2 3 1 2 1 7 20 1 3 3 60 1 1
201329437562 15 1 10 2 1 7 20 1 1 2 35 1 1
201329437622 19 1 2 2 1 3 20 0 3 4 60 1 2
201329437681 22 2 1 2 1 3 20 0 2 3 40 4 1
201329437720 11 1 1 2 3 3 20 1 3 3 30 1 1
201329437768 6 1 1 2 2 3 20 0 3 3 50 1 1
201329437813 11 1 1 2 2 3 1 1 2 4 35 1 1
201329437937 0 3 1 2 2 3 1 1 2 3 50 1 1
201329438018 13 1 1 2 2 3 1 0 3 2 35 1 1
201329438057 18 1 1 2 1 3 20 1 1 2 30 3 1
201329438116 0 3 1 2 1 3 1 0 2 4 60 1 1
201329438126 16 1 1 2 2 3 20 1 2 3 35 1 1
201329438177 12 1 1 2 1 3 20 1 2 3 45 1 1
201329438191 2 3 1 2 1 3 1 1 2 2 40 1 1
201329438206 23 3 1 2 2 3 1 1 3 2 45 1 1
201329438354 16 1 1 2 1 3 20 0 3 2 35 1 1
201329438364 0 3 1 2 1 7 1 1 3 5 60 4 1
201329438390 14 1 1 2 1 3 20 0 3 4 60 1 1
201329438401 19 3 1 2 1 3 20 0 3 3 40 1 1
201329438432 18 1 10 2 2 3 1 0 2 3 40 1 1
201329438443 6 3 1 2 2 3 1 1 3 3 40 1 1
201329438498 21 2 1 2 1 3 20 0 3 3 35 1 1
201329438506 8 1 1 2 2 3 20 0 2 3 35 1 1
201329438545 2 3 1 1 2 3 20 1 3 3 45 1 1
201329438564 20 3 1 2 3 3 20 1 3 3 40 1 1
201329438640 9 1 1 2 2 3 20 1 2 2 45 1 1
201329438684 16 1 1 2 1 3 8 1 3 4 60 1 1
201329438707 12 1 10 1 7 3 20 1 1 2 35 1 1
201329438712 18 1 1 2 3 3 20 0 3 2 45 1 1
201329438758 16 1 1 2 2 3 2 0 2 2 30 1 1
201329438777 23 3 1 2 1 3 2 1 3 3 45 1 1
201329438795 8 1 2 2 1 3 20 0 2 3 40 1 2
201329438856 15 1 1 2 1 3 20 1 1 2 35 3 1
201329438872 15 1 1 2 2 3 1 1 4 3 50 1 1
201329438917 8 1 1 2 1 3 20 1 3 3 60 1 1
201329438955 15 1 1 2 3 3 20 0 4 2 35 1 1
201329439002 16 1 1 2 2 3 1 1 4 3 50 1 1
201329439041 17 1 1 2 1 3 20 0 6 2 45 1 1
201329439064 18 1 1 2 1 7 1 1 2 3 45 1 1
201329439070 15 1 1 2 1 5 0 0 3 3 35 1 1
201329439127 6 3 1 2 2 3 1 0 1 4 30 1 1
201329439185 0 3 1 2 1 3 1 0 4 3 45 1 1
201329439220 23 3 1 2 1 3 1 1 1 4 35 1 1
201329439296 3 3 2 1 1 3 1 1 3 4 65 1 2
201329439309 11 1 2 2 1 3 20 0 3 3 60 1 2
201329439343 12 1 1 1 1 7 0 1 3 4 60 1 1
201329439440 6 3 10 2 2 3 20 1 2 2 40 1 1
201329439534 23 3 2 2 1 3 1 1 1 2 35 2 2
201329439609 1 2 1 2 1 7 20 1 6 1 45 1 1
201329439629 8 1 1 2 1 3 20 1 6 1 65 1 1
201329439667 13 1 2 2 1 3 20 1 3 3 50 2 2
201329439683 13 1 10 2 1 3 20 1 3 3 40 1 1
201329439685 16 1 1 2 2 3 20 1 4 2 40 1 1
201329439696 9 1 2 2 1 3 1 0 1 2 30 1 2
201329439708 22 3 1 2 1 3 20 0 4 2 40 1 1
201329439758 16 1 1 2 4 3 1 0 3 2 35 1 1
201329439764 18 5 1 2 1 3 1 1 3 4 60 1 1
201329439777 1 3 10 2 1 3 20 1 3 3 35 4 2
201329439831 7 4 1 2 1 3 20 1 2 3 45 2 1
