enrolled,invited,age,female,self.plus1,self.plus2,hispanic,race.white,race.black,race.nwother,english,signed.self.up,phone,pobox,first.day,income
0,1,30,1,1,0,1,0,0,0,0,0,1,0,0,141.7233582
0,1,38,0,1,0,0,1,0,0,0,1,1,0,0,187.0748291
1,0,34,1,1,0,0,1,0,0,1,0,1,0,0,72.70259857
0,1,53,0,0,0,0,1,0,0,1,1,1,0,0,157.0180206
0,1,36,0,1,0,0,1,0,0,1,0,1,0,0,102.4030609
0,0,41,0,0,0,0,1,0,1,1,1,1,1,0,51.02040863
0,1,47,1,0,0,0,1,0,0,1,1,1,0,0,77.2134552
0,0,57,0,0,0,0,1,0,0,1,1,1,0,0,47.78809357
0,1,51,0,1,0,0,1,0,0,1,1,1,0,0,111.4773178
0,0,45,1,0,0,0,0,1,1,1,1,1,0,0,28.34467125
1,1,50,1,0,0,0,0,1,0,1,1,1,0,1,20.4806118
0,0,41,1,0,0,0,1,0,0,1,1,0,0,0,47.78809357
0,0,32,1,1,0,0,1,0,0,1,0,1,0,0,5.668934345
1,1,47,0,0,0,0,0,1,0,1,1,1,0,0,0
0,1,50,1,1,0,0,0,1,0,1,1,0,0,0,77.2134552
1,1,55,0,0,0,0,1,0,0,1,1,1,0,0,51.02040863
1,1,60,1,0,0,0,1,0,0,1,1,1,0,0,60.05490875
0,0,47,0,0,0,0,1,0,0,1,1,1,0,0,0
0,0,48,1,0,0,0,1,0,0,1,1,0,0,0,0
0,0,49,0,1,0,1,0,0,0,0,0,1,0,0,51.02040863
0,0,28,0,0,0,0,1,0,0,1,1,1,0,0,60.05490875
0,1,56,1,0,0,0,1,0,0,1,1,1,0,0,34.6260376
0,1,39,1,1,0,1,0,0,0,0,1,1,0,0,0
1,1,49,1,0,0,0,0,1,0,1,1,1,0,1,42.8963623
0,0,52,1,0,0,0,1,0,0,1,1,1,0,1,80.79409027
0,0,45,0,1,0,1,0,0,0,0,0,1,0,0,78.89990997
0,0,48,0,1,0,0,1,0,0,1,1,1,0,0,121.1709976
0,0,28,1,0,0,0,1,0,0,1,1,1,0,0,77.2134552
1,1,57,1,1,0,1,1,0,0,0,1,1,0,0,51.02040863
1,0,27,1,0,0,0,0,1,0,1,1,1,0,0,0
0,0,47,0,1,0,0,1,0,0,1,0,1,0,0,163.0061798
1,1,39,0,1,0,0,1,0,0,1,1,1,0,0,102.4030609
0,1,60,1,0,0,0,1,0,0,1,1,1,1,0,196.2142181
1,1,55,0,1,0,0,1,0,0,1,0,1,1,0,77.2134552
0,0,25,1,0,0,0,1,0,0,1,1,1,0,0,0
0,0,27,0,1,0,0,1,0,0,1,1,1,0,0,75.09557343
0,1,47,1,1,0,1,0,0,0,1,0,0,0,0,119.0476227
1,1,37,0,0,0,0,1,0,0,1,1,1,0,0,60.05490875
0,0,47,1,0,0,0,0,0,1,1,1,1,0,0,80.79409027
0,0,21,1,0,0,0,1,0,0,1,1,0,0,0,17.00680351
0,1,39,1,0,0,0,1,0,0,1,1,1,0,0,77.2134552
0,1,30,1,1,0,0,1,0,0,1,1,1,0,0,5.668934345
0,1,33,0,1,0,0,1,0,0,1,0,0,0,0,211.6329803
1,1,23,1,0,0,0,1,0,0,1,1,1,0,0,128.6890869
0,0,62,1,0,0,0,1,0,0,1,1,1,0,0,0
1,0,25,1,0,0,0,1,0,0,1,1,1,0,0,111.5305405
0,0,36,1,0,0,0,1,0,0,1,1,1,0,0,57.71006393
1,1,51,0,0,0,0,0,1,0,1,1,0,0,0,11.54201317
0,1,57,1,1,0,0,1,0,0,1,1,1,0,0,39.87730026
0,1,38,1,0,0,0,1,0,0,1,1,1,0,0,25.73781776
0,0,40,1,1,0,1,1,0,0,0,0,1,0,0,0
0,0,22,1,0,0,0,1,0,0,1,1,1,0,0,143.3642883
1,1,49,1,0,0,0,1,0,0,1,1,1,0,0,0
0,0,25,0,0,0,0,1,0,0,1,1,1,0,1,34.13435364
0,0,48,1,0,0,0,1,0,0,1,1,1,0,0,150.0461731
1,1,51,1,0,0,0,0,1,0,1,1,1,0,0,57.71006393
0,1,30,0,0,0,1,0,0,0,0,1,1,0,0,107.7097473
0,0,48,1,1,0,0,1,0,0,1,1,1,0,0,288.5503235
0,0,48,1,0,0,0,1,0,0,1,1,1,0,0,126.9621429
0,0,36,0,0,0,1,0,0,0,0,1,1,0,1,82.39627838
0,0,44,0,0,0,0,0,1,0,1,1,1,0,0,17.00680351
1,1,36,1,1,0,1,0,0,0,0,1,1,0,0,51.02040863
0,0,59,0,0,0,0,1,0,0,1,1,1,0,0,111.5305405
1,1,44,0,0,0,0,1,0,0,1,1,1,0,0,0
0,0,54,1,0,0,0,0,0,1,1,1,1,0,0,51.02040863
0,1,47,0,0,0,0,1,0,0,1,1,1,0,0,0
1,1,28,0,0,0,1,0,0,0,1,1,0,0,0,92.08995819
0,0,27,1,0,0,0,1,0,0,1,1,1,0,0,42.8963623
0,1,31,0,0,0,1,0,0,0,1,1,1,0,0,97.35861969
1,1,30,0,0,0,0,1,0,0,1,1,1,0,0,2.981317043
0,1,60,1,0,0,0,1,0,0,1,1,1,0,1,77.2134552
0,0,51,1,0,0,0,0,0,1,1,1,1,0,1,11.54201317
0,0,27,0,0,0,0,0,0,1,1,1,1,0,0,39.68254089
0,0,22,0,0,0,0,1,0,0,1,1,1,0,0,0
0,1,29,1,0,0,0,0,0,1,1,1,1,0,0,170.6717682
0,0,24,0,0,0,0,1,0,0,1,1,1,0,0,143.3642883
0,0,49,1,0,0,0,1,0,0,1,1,1,0,0,8.57927227
1,1,25,1,1,0,0,1,0,0,1,0,1,0,0,82.39627838
1,1,35,1,0,0,0,1,0,0,1,1,1,0,0,18.78569221
0,0,47,1,0,0,0,1,0,0,1,1,1,0,0,80.79409027
1,1,40,1,0,0,1,0,0,0,0,1,0,0,0,20.4806118
0,1,53,1,1,0,0,1,0,0,1,1,1,0,0,145.8476257
0,0,27,0,0,0,0,1,0,0,1,1,1,0,0,163.0061798
0,0,37,1,0,0,1,0,0,0,0,1,1,0,0,211.6329803
0,1,57,1,0,0,0,1,0,0,1,1,1,0,0,145.8476257
1,1,55,1,0,0,0,0,0,1,1,1,1,0,0,34.6260376
1,1,52,1,1,0,0,1,0,0,1,1,1,0,0,57.71006393
0,1,56,0,0,0,0,1,0,0,1,1,1,0,0,11.54201317
0,1,31,1,1,0,0,0,1,0,1,1,1,0,0,17.00680351
0,1,55,0,1,0,0,1,0,0,1,0,1,0,0,175.736969
0,0,50,1,0,0,0,1,0,0,1,1,1,0,0,0
0,0,49,1,0,0,0,0,0,1,1,1,1,0,0,0
0,0,36,0,0,0,0,1,0,0,1,1,1,0,1,63.00891876
0,0,53,0,0,0,0,1,0,0,1,1,1,0,0,60.05490875
1,1,31,1,0,0,0,1,0,0,1,1,0,0,0,130.3854828
0,0,57,1,0,0,0,1,0,0,1,1,1,1,0,197.3232727
1,0,56,0,0,0,0,0,1,0,1,1,1,0,0,0
0,0,60,1,0,0,0,1,0,0,1,1,1,0,0,197.3232727
0,1,49,1,0,0,0,1,0,0,1,1,1,0,0,226.7619019
0,0,43,0,0,0,0,1,0,0,1,1,1,0,0,61.4418335
0,1,56,0,0,0,0,1,0,0,1,1,1,0,0,8.57927227
0,0,33,1,0,0,0,0,1,0,1,1,1,0,0,25.73781776
1,0,45,1,0,0,0,1,0,0,1,1,1,0,1,39.68254089
1,1,27,0,0,0,0,1,0,0,1,1,1,0,0,0
1,1,33,1,0,0,0,1,0,0,1,1,1,0,0,111.5305405
0,0,32,1,0,0,0,1,0,0,1,1,1,0,0,0
0,1,35,1,0,0,0,1,0,1,1,1,1,0,0,34.13435364
0,1,39,1,0,0,0,1,0,0,1,1,1,0,0,61.4418335
0,0,53,1,0,0,0,1,0,0,1,1,1,0,0,11.54201317
0,1,34,0,0,0,0,1,0,0,1,1,1,0,0,209.7505646
0,0,21,1,0,0,1,0,0,0,1,1,1,0,1,57.71006393
1,1,27,1,0,0,0,1,0,0,1,1,1,0,1,128.6890869
0,0,24,0,1,0,1,0,0,0,0,0,1,0,0,159.9457092
1,1,26,1,0,0,1,0,0,0,1,1,1,0,0,14.54051971
1,1,39,1,0,0,0,1,0,0,1,1,1,0,0,6.826870441
0,0,62,1,0,0,0,1,0,0,1,1,1,0,0,80.79409027
0,1,48,0,1,0,0,1,0,0,1,1,1,0,0,107.7097473
1,1,43,0,1,0,1,0,0,0,0,1,1,0,0,21.16491699
0,1,34,1,1,0,0,1,0,0,1,0,1,0,0,25.73781776
0,1,37,1,0,0,0,1,0,0,1,1,1,0,0,8.57927227
1,1,51,0,0,0,0,0,1,0,1,1,0,0,1,0
0,0,55,0,0,0,0,1,0,0,1,1,0,0,0,8.57927227
0,1,48,1,0,0,0,1,0,0,1,1,1,0,1,0
0,0,20,0,1,0,0,1,0,0,1,0,1,0,0,5.668934345
0,1,44,1,0,0,1,0,0,0,1,1,1,0,0,92.08995819
0,0,45,1,1,0,0,1,0,0,1,1,1,0,0,111.5305405
0,1,61,1,1,0,0,1,0,0,1,1,1,0,0,163.0061798
0,0,44,1,0,0,1,1,0,0,1,1,1,0,0,75.09557343
1,1,57,1,1,0,0,1,0,0,1,1,1,0,0,0
0,1,48,0,0,0,0,1,0,1,1,1,1,0,0,39.68254089
0,1,51,1,0,0,0,1,0,0,1,1,1,0,1,111.5305405
0,0,26,0,0,0,0,1,0,0,1,1,1,0,0,25.73781776
0,0,30,1,0,0,0,1,0,0,1,1,1,0,0,88.74932098
0,0,43,0,0,0,0,1,0,0,1,1,1,0,0,0
0,1,53,1,0,0,0,1,0,0,1,1,1,0,0,0
0,1,61,1,0,0,0,1,0,0,1,1,1,0,0,102.4030609
1,0,51,0,0,0,0,0,1,0,1,1,1,0,0,34.6260376
0,0,58,0,0,0,0,1,0,0,1,1,1,0,0,20.4806118
0,0,53,1,0,0,0,1,0,0,1,1,1,0,1,77.2134552
1,0,29,1,0,0,0,1,0,0,1,1,1,0,0,180.1647186
0,1,45,1,0,0,0,0,0,1,1,1,1,0,1,11.54201317
0,1,33,1,1,0,1,0,0,0,0,1,1,0,0,179.3330688
0,0,50,0,0,0,0,0,0,1,1,1,1,0,0,128.6890869
0,1,38,1,1,0,0,1,0,0,1,0,1,0,0,62.35827637
0,1,41,0,0,0,0,0,0,1,1,1,1,0,0,42.8963623
1,1,40,1,0,0,1,0,0,0,1,1,1,0,0,141.7233582
1,1,20,1,0,0,0,1,0,0,1,1,1,0,1,47.78809357
0,0,51,1,0,0,0,1,0,0,1,1,1,0,0,94.37199402
0,0,50,0,0,0,0,1,0,0,1,1,0,0,0,196.2142181
0,1,31,1,0,0,0,1,0,0,1,1,1,0,0,107.7097473
0,0,45,1,0,0,0,1,0,0,1,1,1,0,0,77.2134552
1,0,47,0,0,0,0,1,0,0,1,1,1,0,0,0
0,0,36,1,0,0,0,1,0,0,1,1,0,0,0,88.74932098
1,0,26,1,0,0,0,0,1,0,1,1,1,0,0,63.00891876
0,1,45,1,0,0,0,0,0,1,1,1,1,0,0,317.433075
1,1,28,1,1,0,0,1,0,0,1,1,1,0,0,46.56281662
1,0,49,1,0,0,0,1,0,0,1,1,0,0,0,60.05490875
0,0,35,1,0,0,0,1,0,1,1,1,1,0,0,242.3822784
1,1,50,1,0,0,0,1,0,0,1,1,1,0,1,60.05490875
0,0,26,1,0,0,0,1,0,0,1,1,1,0,0,75.09557343
0,1,20,1,0,0,0,1,1,0,1,1,1,0,0,145.8476257
0,0,29,0,0,0,0,1,0,0,1,1,1,0,0,20.4806118
1,1,47,1,0,0,0,0,1,0,1,1,1,0,0,17.00680351
0,1,56,1,0,0,0,1,0,0,1,1,1,0,0,8.57927227
0,0,51,1,0,0,0,0,1,0,1,1,1,0,0,0
0,1,38,0,0,0,0,1,0,0,1,1,1,0,0,11.54201317
0,1,38,0,0,0,0,1,0,0,1,1,1,0,1,0
0,0,62,1,1,0,0,1,0,0,1,0,1,0,0,317.433075
1,1,29,1,0,0,0,1,0,0,1,1,1,0,0,14.54051971
0,0,37,1,0,0,0,1,0,1,1,1,1,0,0,150.2520294
0,1,56,0,1,0,0,0,0,1,1,0,1,0,0,39.87730026
0,1,54,0,0,0,0,1,0,0,1,1,1,0,0,0
0,1,37,0,0,0,0,1,0,0,1,1,1,0,0,34.6260376
0,0,44,1,0,0,0,1,0,0,1,1,1,0,0,94.37199402
0,1,34,1,1,0,1,0,0,0,0,1,1,0,0,107.7097473
0,1,23,1,0,0,0,1,0,0,1,1,1,0,1,17.00680351
0,1,36,1,0,0,0,0,1,0,1,1,1,0,0,334.5916138
1,0,50,0,0,0,0,1,0,0,1,1,1,0,0,11.54201317
0,0,55,0,0,0,0,1,0,0,1,1,1,0,0,0
0,1,24,1,0,0,0,1,0,0,1,1,1,1,1,72.70259857
0,1,58,1,1,0,1,0,0,1,0,1,1,0,1,72.70259857
0,0,50,1,0,0,1,0,0,0,1,1,1,0,0,129.7105408
1,1,42,0,0,0,0,0,0,1,1,1,1,0,0,143.3642883
0,1,58,0,0,0,0,1,0,0,1,1,1,0,0,25.73781776
0,0,20,1,0,0,0,0,1,0,1,1,1,0,0,6.826870441
0,1,30,0,0,0,0,1,0,0,1,1,1,0,0,73.6961441
1,1,62,0,0,0,0,1,0,0,1,1,0,0,0,34.6260376
0,1,46,1,0,0,0,1,0,0,1,1,1,0,0,25.73781776
1,1,45,0,0,0,0,0,0,1,1,1,1,0,0,26.29997063
0,0,23,1,0,0,0,1,0,0,1,1,1,0,0,61.4418335
1,1,24,1,1,0,0,1,0,0,1,1,1,0,0,39.68254089
0,1,37,1,1,0,1,1,0,0,0,1,1,0,0,0
1,1,59,0,0,0,0,1,0,0,1,1,1,0,0,57.71006393
1,1,26,1,1,0,1,0,0,0,0,1,1,0,0,73.6961441
1,1,45,1,0,0,0,0,1,0,1,1,1,0,0,4.232983589
1,1,53,1,1,0,0,1,0,0,1,1,1,0,0,0
0,0,29,0,0,0,0,0,0,1,1,1,1,0,0,0
1,1,53,0,0,0,0,1,0,0,1,1,0,0,0,0
1,1,25,0,1,0,0,1,0,0,1,0,1,0,0,0
0,0,59,1,0,0,0,1,0,0,1,1,1,0,0,242.3822784
0,0,28,1,0,0,0,1,0,0,1,1,1,0,0,34.13435364
1,1,46,1,1,0,0,1,0,0,1,0,1,1,1,0
0,0,27,1,0,0,0,1,0,0,1,1,1,0,0,8.57927227
1,1,46,0,0,0,0,1,0,1,1,1,1,0,0,173.130188
1,1,48,1,0,0,0,0,0,1,1,1,1,0,1,0
0,1,24,0,0,0,0,1,0,0,1,1,1,0,0,11.54201317
1,1,32,1,0,0,1,1,0,0,1,1,1,0,0,33.92787933
0,0,42,0,1,0,1,1,0,0,1,0,1,0,0,187.0748291
0,1,44,1,1,0,0,0,0,1,1,1,1,0,0,116.0568008
0,0,31,0,1,0,0,1,0,0,1,0,1,0,0,175.736969
1,1,36,1,0,0,0,1,0,0,1,1,1,0,1,73.6961441
0,1,26,1,1,0,0,1,0,0,1,1,1,0,0,62.35827637
0,1,50,1,1,0,0,1,0,0,1,0,1,0,0,77.2134552
0,0,44,0,0,0,0,0,1,0,1,1,1,0,0,63.49475098
0,0,48,0,0,0,0,1,0,0,1,1,1,0,0,61.4418335
0,0,41,0,0,0,0,1,0,0,1,1,1,0,0,0
0,1,39,1,0,0,0,1,0,0,1,1,1,0,0,39.68254089
1,0,54,0,0,0,0,1,0,1,1,1,1,0,0,0
1,1,44,1,0,0,0,1,0,0,1,1,1,0,0,72.70259857
0,1,53,1,0,0,0,1,0,0,1,1,1,0,0,0
1,1,61,1,0,0,0,1,0,0,1,1,1,0,0,57.71006393
1,0,22,1,0,0,0,1,0,0,1,1,1,0,0,82.39627838
1,1,49,0,0,0,0,1,0,0,1,1,1,0,1,34.13435364
1,1,29,1,1,0,0,1,0,0,1,1,1,0,0,4.232983589
0,0,30,1,0,0,0,1,0,0,1,1,1,0,0,42.8963623
1,0,33,1,1,0,1,0,0,0,0,0,1,0,0,12.69894981
0,0,51,1,0,0,0,1,0,0,1,1,1,0,0,0
0,0,35,0,0,0,1,0,0,0,1,1,1,0,0,107.7097473
0,0,24,1,1,0,0,1,0,0,1,1,1,0,0,51.02040863
0,1,38,0,1,0,1,1,0,1,1,0,1,0,0,140.5583496
1,1,42,0,0,0,0,1,0,1,1,1,1,0,1,60.05490875
0,0,26,0,0,0,0,1,0,0,1,1,0,0,0,60.05490875
0,0,52,1,0,0,0,0,1,0,1,1,1,0,1,196.2142181
1,0,39,1,0,0,0,0,1,0,1,1,1,0,0,6.826870441
0,0,41,1,0,0,0,1,0,0,1,1,1,0,0,197.3232727
0,1,28,1,0,0,0,1,0,0,1,1,1,0,0,5.668934345
0,1,21,1,0,0,0,1,0,0,1,1,1,0,0,11.54201317
0,0,23,1,0,0,1,0,0,0,1,1,1,0,0,129.7105408
0,1,44,1,0,0,1,0,0,0,0,1,1,0,0,51.02040863
0,1,49,0,0,0,0,1,0,0,1,1,1,0,0,103.8781128
0,1,31,1,0,0,0,1,0,0,1,1,1,0,0,14.04810047
0,1,24,1,0,0,0,0,1,0,1,1,1,0,0,28.34467125
0,0,50,0,0,0,0,1,0,0,1,1,1,0,0,25.73781776
0,1,35,0,1,0,1,0,0,0,0,0,1,0,0,96.37187958
1,1,25,1,0,0,0,1,0,0,1,1,1,0,0,78.89990997
1,1,29,1,0,0,0,1,0,0,1,1,1,0,0,28.34467125
0,1,27,1,0,0,0,1,0,0,1,1,0,0,1,5.668934345
0,0,46,0,0,0,0,1,0,0,1,1,1,0,0,5.668934345
0,0,59,1,0,0,0,1,0,0,1,1,1,0,0,11.54201317
0,1,54,1,0,0,0,1,0,0,1,1,1,0,0,126.9621429
0,1,54,1,1,0,0,1,0,0,1,1,1,0,1,145.8476257
0,0,53,0,0,0,0,1,0,0,1,1,1,0,0,0
0,0,35,0,0,0,1,0,0,0,1,1,1,0,0,70.92677307
0,1,49,1,0,0,0,1,0,0,1,1,1,0,0,265.4663086
1,1,24,1,0,0,0,0,0,1,1,1,1,0,0,5.668934345
1,1,54,1,0,0,0,0,1,0,1,1,1,0,0,0
1,1,24,1,0,0,0,1,0,0,1,1,1,0,0,61.4418335
0,1,41,1,0,0,0,1,0,0,1,1,1,0,0,170.6717682
1,1,59,1,0,0,0,1,0,0,1,1,1,0,0,163.0061798
1,0,20,1,1,0,1,0,0,0,1,1,1,0,0,129.7105408
1,0,49,1,0,0,0,1,0,1,1,1,1,0,0,61.4418335
0,0,48,0,1,0,0,1,0,0,1,0,1,0,0,63.87135696
1,1,56,1,0,0,0,1,0,0,1,1,1,0,0,34.6260376
1,1,57,1,0,0,0,1,0,0,1,1,1,0,1,42.8963623
0,0,40,0,0,0,0,1,0,0,1,1,1,0,0,5.668934345
0,0,21,1,0,0,1,1,0,0,1,1,1,0,0,173.130188
0,1,62,1,0,0,0,0,0,1,1,1,1,0,0,30.39719009
1,1,48,1,0,0,0,1,0,0,1,1,0,0,0,11.54201317
0,1,33,1,0,0,0,0,0,1,1,1,0,0,1,196.2142181
0,0,41,0,0,0,0,1,0,0,1,1,1,0,1,94.37199402
1,1,53,1,0,0,0,1,0,0,1,1,1,0,0,0
0,0,27,1,0,0,0,1,0,0,1,1,1,0,0,111.5305405
0,0,45,0,0,0,0,1,0,0,1,1,1,0,0,196.2142181
0,1,49,1,0,0,0,1,0,0,1,1,1,0,0,111.5305405
0,1,46,1,1,0,0,0,0,1,1,0,1,0,0,51.02040863
0,1,28,0,1,0,1,1,0,0,0,0,1,0,0,61.4418335
0,0,57,1,1,0,0,1,0,0,1,1,1,0,0,42.8963623
1,0,60,0,0,0,0,1,0,0,1,1,0,0,0,6.826870441
0,1,22,1,1,0,0,1,0,0,1,1,1,0,0,96.37187958
0,1,27,0,0,0,0,1,0,0,1,1,1,1,0,196.2142181
0,0,36,1,0,0,0,1,0,0,1,1,1,0,1,8.57927227
0,0,35,1,1,0,0,1,0,0,1,0,1,0,0,77.2134552
1,1,20,1,0,0,0,1,0,0,1,1,1,0,0,3.757138491
0,0,38,1,1,0,0,1,0,1,1,1,1,0,0,170.6717682
1,1,54,1,0,0,0,1,0,0,1,1,1,0,0,6.826870441
0,1,56,0,0,0,1,0,0,0,1,1,1,0,0,4.232983589
0,1,33,1,1,0,0,1,0,0,1,0,1,1,0,0
0,0,35,0,0,0,0,1,0,0,1,1,1,0,0,75.09557343
0,1,21,0,1,0,0,1,0,0,1,0,1,0,0,77.2134552
0,0,23,1,0,0,0,1,0,0,1,1,1,0,0,145.8476257
1,1,59,0,0,0,0,0,0,1,1,1,1,0,0,61.4418335
0,1,31,0,0,0,0,1,0,0,1,1,1,0,0,88.74932098
0,0,46,1,0,0,0,1,0,0,1,1,1,0,1,11.54201317
1,1,36,1,0,0,0,1,0,0,1,1,1,0,0,0
0,0,54,1,0,0,0,1,0,0,1,1,1,0,0,114.2905502
0,1,34,1,1,0,0,0,1,0,1,1,1,0,0,0
1,1,38,1,1,0,0,1,0,0,1,0,1,0,0,93.9284668
0,1,30,1,0,0,0,1,0,0,1,1,1,0,0,73.6961441
1,1,53,0,1,0,1,0,0,0,0,1,1,0,0,46.56281662
0,1,26,0,0,0,0,1,0,0,1,1,0,0,0,128.6890869
0,0,40,1,0,0,0,1,0,0,1,1,1,0,0,47.78809357
0,1,41,0,0,0,0,1,0,0,1,1,1,0,0,4.306346893
0,1,47,1,1,0,0,1,0,0,1,1,1,0,1,111.4773178
0,1,51,0,0,0,0,1,0,0,1,1,1,0,0,0
0,0,47,1,0,0,0,1,0,0,1,1,1,0,0,0
1,1,23,1,1,0,0,1,0,0,1,0,1,0,0,12.69894981
1,1,51,1,1,0,0,1,0,1,1,1,1,0,1,0
0,0,50,1,0,0,0,0,1,0,1,1,1,0,0,0
1,1,28,1,0,0,0,1,0,1,1,1,1,0,0,102.4030609
0,0,31,0,1,0,0,1,0,0,1,1,1,0,0,128.6890869
0,0,39,1,0,0,1,0,0,0,0,1,1,0,0,17.00680351
0,0,48,1,0,0,0,1,0,0,1,1,0,0,0,34.6260376
1,1,39,1,1,0,0,1,0,0,1,0,1,0,0,39.68254089
0,1,21,0,1,0,1,0,0,0,1,1,0,0,0,143.3642883
0,1,49,1,0,0,0,1,0,0,1,1,1,0,0,173.130188
0,0,25,1,0,0,0,1,0,0,1,1,1,0,0,60.05490875
1,1,48,1,0,0,0,0,0,1,1,1,1,1,0,25.73781776
0,1,42,1,1,0,0,1,0,0,1,0,1,0,0,5.668934345
1,1,43,0,0,0,0,1,0,1,1,1,1,0,0,0
0,1,37,1,0,0,0,1,0,0,1,1,1,0,0,128.6890869
0,0,39,0,0,0,0,1,0,0,1,1,0,0,0,0
0,0,37,1,1,0,0,1,0,0,1,1,1,0,0,39.68254089
0,1,41,0,0,0,0,0,1,0,1,1,1,0,0,38.09685135
1,1,39,0,0,0,0,1,0,0,1,1,0,0,0,5.668934345
0,1,23,0,1,0,0,1,0,0,1,1,1,0,0,163.0061798
1,1,52,1,0,0,0,1,0,1,1,1,1,0,0,0
0,0,51,1,1,0,0,1,0,0,1,1,1,0,1,61.4418335
0,0,41,0,0,0,0,1,0,1,1,1,1,0,0,47.78809357
0,1,53,1,0,0,0,1,0,1,1,1,1,1,0,145.8476257
0,0,20,1,0,0,0,1,0,1,1,1,1,0,0,51.02040863
1,1,54,0,0,0,0,1,0,0,1,1,1,0,0,0
0,1,49,1,0,0,0,1,0,0,1,1,1,0,0,4.846839905
1,1,45,1,0,0,0,1,0,0,1,1,1,0,0,143.3642883
0,0,38,1,0,0,0,0,1,0,1,1,1,0,0,20.4806118
0,1,55,0,1,0,0,1,0,0,1,0,1,0,0,163.0061798
0,1,39,0,0,0,0,1,0,0,1,1,0,0,0,34.6260376
0,0,32,1,0,0,0,1,0,0,1,1,1,0,0,130.3854828
0,1,37,0,1,0,1,1,0,0,0,0,1,0,0,107.7097473
1,1,53,1,0,0,0,0,1,0,1,1,1,0,1,0
0,0,47,1,1,0,0,1,0,0,1,1,1,1,0,0
0,1,44,1,0,0,0,1,0,0,1,1,1,1,0,128.6890869
0,0,56,1,0,0,0,1,0,0,1,1,0,1,0,196.2142181
0,1,50,1,0,0,0,1,0,0,1,1,1,1,0,77.2134552
0,0,28,1,0,0,0,0,1,0,1,1,1,0,0,0
0,0,52,1,0,0,0,1,0,0,1,1,1,0,0,80.79409027
0,1,54,1,0,0,0,1,0,0,1,1,1,0,0,77.2134552
0,0,44,0,1,0,0,1,0,0,1,1,1,0,1,96.37187958
1,0,54,1,0,0,0,1,0,0,1,1,1,0,0,34.13435364
0,0,47,1,0,0,0,1,0,0,1,1,1,0,0,75.09557343
0,0,29,1,0,0,0,1,0,0,1,1,1,0,0,0
0,1,21,0,0,0,0,1,0,0,1,1,1,0,0,47.78809357
0,1,41,1,0,0,0,1,0,0,1,1,1,0,0,184.3255005
0,1,49,1,0,0,0,1,1,1,1,1,1,1,0,150.0461731
0,1,43,1,1,0,0,1,0,0,1,0,1,0,0,141.7233582
0,1,54,1,0,0,0,1,0,0,1,1,1,0,1,103.8781128
1,1,21,0,0,0,0,0,0,1,1,1,1,0,0,6.826870441
1,0,28,1,0,0,1,0,0,0,0,1,1,0,0,5.668934345
0,0,53,1,0,0,0,0,0,1,1,1,1,0,0,4.232983589
0,0,36,0,0,0,0,1,0,0,1,1,1,0,0,34.6260376
0,0,60,0,0,0,1,0,0,0,1,1,1,0,1,288.5503235
1,1,46,1,0,0,0,1,0,0,1,1,1,0,0,163.0061798
0,0,34,1,1,0,1,0,0,0,1,1,1,0,0,4.232983589
0,0,49,0,0,0,1,0,0,0,1,1,1,0,0,14.54051971
0,0,35,1,0,0,1,1,0,0,1,1,1,0,0,29.63088417
0,1,21,1,0,0,0,1,0,1,1,1,1,0,0,28.34467125
0,0,26,1,0,0,1,0,0,0,1,1,1,0,0,62.35827637
1,1,57,0,0,0,0,0,1,1,1,1,0,0,0,0
0,0,60,0,1,0,0,0,0,1,1,1,1,0,0,33.81424713
1,1,32,1,0,0,0,1,0,0,1,1,1,0,0,11.54201317
0,0,59,0,1,0,1,0,0,0,0,1,1,0,0,43.90705109
0,1,47,0,0,0,0,1,0,0,1,1,1,0,0,150.0461731
0,0,21,1,0,0,0,0,1,0,1,1,1,0,0,80.79409027
1,0,29,1,0,0,0,1,0,0,1,1,1,0,0,75.09557343
0,1,42,1,0,0,0,1,0,0,1,1,1,0,1,6.826870441
0,0,54,1,1,0,0,1,0,0,1,0,0,0,0,197.3232727
1,1,55,1,0,0,0,1,0,0,1,1,1,0,0,11.54201317
1,1,22,0,0,0,0,1,0,0,1,1,0,0,0,0
0,1,22,1,1,0,0,0,1,0,1,1,1,0,0,8.57927227
1,1,45,0,0,0,0,0,0,1,1,1,1,0,0,61.4418335
1,0,21,0,0,0,0,1,0,0,1,1,1,0,0,0
1,1,31,1,0,0,0,1,0,0,1,1,1,0,0,0
0,1,31,1,1,0,0,1,0,0,1,1,1,0,0,4.846839905
0,0,51,1,0,0,0,0,1,0,1,1,1,0,0,0
0,0,38,1,0,0,0,1,0,0,1,1,1,0,0,103.8781128
0,1,49,1,0,0,0,1,0,0,1,1,1,0,0,107.7097473
1,0,60,1,0,0,0,1,0,0,1,1,1,0,0,60.05490875
1,1,39,0,1,0,0,1,0,0,1,1,1,0,0,153.0612183
0,1,45,0,1,0,1,0,0,0,0,0,1,0,0,63.49475098
0,1,37,0,0,0,0,1,0,0,1,1,1,1,0,0
0,1,30,1,1,0,0,1,0,0,1,1,1,0,0,129.7105408
1,1,46,1,0,0,0,1,0,0,1,1,0,0,0,51.02040863
1,0,27,0,0,0,0,1,0,0,1,1,1,0,1,3.757138491
0,0,43,0,0,0,0,1,0,0,1,1,0,0,0,0
0,0,59,0,0,0,0,1,0,0,1,1,1,0,0,103.8781128
